x,y
0.0,0.0
0.10101010101010101,0.30303030303030304
0.20202020202020202,0.6060606060606061
0.30303030303030304,0.9090909090909092
0.40404040404040403,1.2121212121212122
0.5050505050505051,1.5151515151515151
0.6060606060606061,1.8181818181818183
0.7070707070707071,2.121212121212121
0.8080808080808081,2.4242424242424243
0.9090909090909091,2.727272727272727
1.0101010101010102,3.0303030303030303
1.1111111111111112,3.3333333333333335
1.2121212121212122,3.6363636363636367
1.3131313131313131,3.9393939393939394
1.4141414141414141,4.242424242424242
1.5151515151515151,4.545454545454545
1.6161616161616161,4.848484848484849
1.7171717171717171,5.151515151515151
1.8181818181818181,5.454545454545454
1.9191919191919191,5.757575757575758
2.0202020202020203,6.0606060606060606
2.121212121212121,6.363636363636363
2.2222222222222223,6.666666666666667
2.323232323232323,6.969696969696969
2.4242424242424243,7.272727272727273
2.525252525252525,7.575757575757575
2.6262626262626263,7.878787878787879
2.727272727272727,8.181818181818182
2.8282828282828283,8.484848484848484
2.929292929292929,8.787878787878787
3.0303030303030303,9.09090909090909
3.131313131313131,9.393939393939393
3.2323232323232323,9.696969696969697
3.3333333333333335,10.0
3.4343434343434343,10.303030303030303
3.5353535353535355,10.606060606060606
3.6363636363636362,10.909090909090908
3.7373737373737375,11.212121212121213
3.8383838383838382,11.515151515151516
3.9393939393939394,11.818181818181818
4.040404040404041,12.121212121212121
4.141414141414141,12.424242424242422
4.242424242424242,12.727272727272727
4.343434343434343,13.030303030303031
4.444444444444445,13.333333333333334
4.545454545454545,13.636363636363635
4.646464646464646,13.939393939393938
4.747474747474747,14.242424242424242
4.848484848484849,14.545454545454547
4.94949494949495,14.84848484848485
5.05050505050505,15.15151515151515
5.151515151515151,15.454545454545453
5.252525252525253,15.757575757575758
5.353535353535354,16.060606060606062
5.454545454545454,16.363636363636363
5.555555555555555,16.666666666666664
5.656565656565657,16.96969696969697
5.757575757575758,17.272727272727273
5.858585858585858,17.575757575757574
5.959595959595959,17.87878787878788
6.0606060606060606,18.18181818181818
6.161616161616162,18.484848484848484
6.262626262626262,18.787878787878785
6.363636363636363,19.09090909090909
6.4646464646464645,19.393939393939394
6.565656565656566,19.696969696969695
6.666666666666667,20.0
6.767676767676767,20.3030303030303
6.8686868686868685,20.606060606060606
6.96969696969697,20.90909090909091
7.070707070707071,21.21212121212121
7.171717171717171,21.515151515151516
7.2727272727272725,21.818181818181817
7.373737373737374,22.12121212121212
7.474747474747475,22.424242424242426
7.575757575757575,22.727272727272727
7.6767676767676765,23.03030303030303
7.777777777777778,23.333333333333332
7.878787878787879,23.636363636363637
7.979797979797979,23.939393939393938
8.080808080808081,24.242424242424242
8.181818181818182,24.545454545454547
8.282828282828282,24.848484848484844
8.383838383838384,25.151515151515152
8.484848484848484,25.454545454545453
8.585858585858587,25.757575757575758
8.686868686868687,26.060606060606062
8.787878787878787,26.36363636363636
8.88888888888889,26.666666666666668
8.98989898989899,26.96969696969697
9.09090909090909,27.27272727272727
9.191919191919192,27.575757575757578
9.292929292929292,27.878787878787875
9.393939393939394,28.181818181818183
9.494949494949495,28.484848484848484
9.595959595959595,28.787878787878785
9.696969696969697,29.090909090909093
9.797979797979798,29.39393939393939
9.8989898989899,29.6969696969697
10.0,30.0
